id,president_id,headline,url,section,word_count,date,keywords,,,,,,,,,,,,,,,,,,
58298b3e95d0e0204d56049c,2,"As Transition Pace Picks Up, Trump Nears Cabinet Nominations",https://www.nytimes.com/2016/11/14/us/politics/donald-trump-transition.html,National,1431,2016-11-14,"[('persons', 'Trump, Donald J')]",,,,,,,,,,,,,,,,,,
58289cc595d0e0204d56030c,2,"Donald Trump Shouldn't 'Put His Children Out of Work,' Giuliani Says",https://www.nytimes.com/2016/11/14/us/politics/donald-trump-shouldnt-put-his-children-out-of-work-giuliani-says.html,National,880,2016-11-13,"[('persons', 'Trump, Donald J'), ('subject', 'Presidential Election of 2016'), ('subject', 'United States Politics and Government'), ('subject', 'Conflicts of Interest'), ('persons', 'Giuliani, Rudolph W'), ('organizations', 'Republican Party'), ('persons', 'Trump, Ivanka'), ('persons', 'Trump, Eric F (1984- )'), ('persons', 'Trump, Donald J Jr')]",,,,,,,,,,,,,,,,,,
5816371b95d0e022439c6109,2,Hillary Clinton Tries to Move Past Email Issue; Donald Trump Revels in It,https://www.nytimes.com/2016/10/31/us/politics/donald-trump-hillary-clinton-james-comey.html,National,1085,2016-10-30,"[('subject', 'Presidential Election of 2016'), ('persons', 'Comey, James B'), ('persons', 'Clinton, Hillary Rodham'), ('persons', 'Pence, Mike'), ('persons', 'Trump, Donald J'), ('subject', 'Classified Information and State Secrets'), ('subject', 'E-Mail'), ('organizations', 'Federal Bureau of Investigation'), ('organizations', 'Justice Department')]",,,,,,,,,,,,,,,,,,
5828e7be95d0e0204d560371,2,"Donald Trump Appears to Soften Stance on Immigration, but Not on Abortion",https://www.nytimes.com/2016/11/14/us/politics/donald-trump-twitter-white-house.html,National,1389,2016-11-13,"[('subject', 'Presidential Election of 2016'), ('persons', 'Trump, Donald J'), ('subject', 'United States Politics and Government'), ('glocations', 'United States'), ('subject', 'Illegal Immigration'), ('subject', 'Abortion'), ('subject', 'Social Media'), ('organizations', 'New York Times'), ('subject', 'News and News Media'), ('glocations', 'Mexico')]",,,,,,,,,,,,,,,,,,
5824454395d0e0204d55fae2,2,Donald Trump in the White House: Will He Bring Steve Bannon With Him?,https://www.nytimes.com/2016/11/10/us/politics/transition-briefing-passing-the-presidency-to-donald-trump.html,National,2106,2016-11-10,"[('subject', 'Presidential Election of 2016'), ('persons', 'Trump, Donald J'), ('persons', 'Obama, Barack'), ('persons', 'Kaine, Timothy M'), ('persons', 'Clinton, Hillary Rodham'), ('organizations', 'Republican Party'), ('organizations', 'Democratic Party')]",,,,,,,,,,,,,,,,,,
5819ab3695d0e022439c690b,2,"Trump, Waking a 'Sleeping Giant,' Helps Clinton Build an Unlikely Firewall",https://www.nytimes.com/2016/11/03/us/politics/donald-trump-waking-a-sleeping-giant-helps-hillary-clinton-build-an-unlikely-firewall.html,National,1643,2016-11-02,"[('subject', 'Presidential Election of 2016'), ('subject', 'Minorities'), ('persons', 'Clinton, Hillary Rodham'), ('persons', 'Trump, Donald J'), ('glocations', 'Arizona'), ('glocations', 'Georgia'), ('subject', 'Women and Girls'), ('organizations', 'Republican Party'), ('organizations', 'Democratic Party'), ('subject', 'States (US)')]",,,,,,,,,,,,,,,,,,
58129eb095d0e022439c5aaa,2,"Donald Trump Campaign Seeks 'Voter Suppression,' Report Says, but It's Legal",https://www.nytimes.com/2016/10/28/us/politics/donald-trump-campaign-voter-suppression.html,National,889,2016-10-28,"[('subject', 'Presidential Election of 2016'), ('subject', 'Voting and Voters'), ('organizations', 'Bloomberg BusinessWeek'), ('persons', 'Clinton, Hillary Rodham'), ('persons', 'Trump, Donald J')]",,,,,,,,,,,,,,,,,,
58236ea195d0e0204d55f90a,2,Donald Trump's Victory Is Met With Shock Across a Wide Political Divide,https://www.nytimes.com/2016/11/10/us/politics/donald-trump-election-reaction.html,National,1570,2016-11-09,"[('subject', 'Presidential Election of 2016'), ('persons', 'Trump, Donald J'), ('subject', 'United States Politics and Government'), ('subject', 'Demonstrations, Protests and Riots'), ('persons', 'Clinton, Hillary Rodham')]",,,,,,,,,,,,,,,,,,
581be60695d0e01ffc1e1616,2,"As Trump Ally, Rudy Giuliani Boasts of Ties to F.B.I.",https://www.nytimes.com/2016/11/04/nyregion/as-trump-ally-rudy-giuliani-hints-at-ties-to-the-fbi.html,Metro,774,2016-11-04,"[('subject', 'Presidential Election of 2016'), ('subject', 'United States Politics and Government'), ('organizations', 'Federal Bureau of Investigation'), ('glocations', 'New York State'), ('persons', 'Giuliani, Rudolph W'), ('persons', 'Trump, Donald J'), ('persons', 'Clinton, Hillary Rodham')]",,,,,,,,,,,,,,,,,,
57ef0a7295d0e021d7989791,2,How Could Anyone Vote for Trump?,https://www.nytimes.com/2016/10/01/opinion/how-could-anyone-vote-for-trump.html,OpEd,825,2016-10-01,"[('subject', 'Third-Party Politics (US)'), ('persons', 'Trump, Donald J'), ('persons', 'Clinton, Hillary Rodham'), ('subject', 'Presidential Election of 2016'), ('subject', 'Debates (Political)'), ('subject', 'Endorsements')]",,,,,,,,,,,,,,,,,,
58243d7b95d0e0204d55fac5,2,The Democratic Coalition's Epic Fail,https://www.nytimes.com/2016/11/10/opinion/presidential-small-ball.html,OpEd,1537,2016-11-10,"[('subject', 'Presidential Election of 2016'), ('subject', 'Polls and Public Opinion'), ('persons', 'Clinton, Hillary Rodham')]",,,,,,,,,,,,,,,,,,
5820f0bb95d0e0204d55efc2,2,Inside Donald Trump's Last Stand: An Anxious Nominee Seeks Assurance,https://www.nytimes.com/2016/11/07/us/politics/donald-trump-presidential-race.html,National,2188,2016-11-06,"[('subject', 'Presidential Election of 2016'), ('persons', 'Trump, Donald J'), ('glocations', 'United States'), ('organizations', 'Republican Party')]",,,,,,,,,,,,,,,,,,
57ecc3e495d0e021d7989041,2,Trump's Stance on Nuclear Restraint Is Ambiguous,https://www.nytimes.com/aponline/2016/09/29/us/politics/ap-us-campaign-2016-nuclear-weapons.html,None,0,2016-09-29,[],,,,,,,,,,,,,,,,,,
